pair_id,cand,err,zncc,zncc_rank,zncc_dog,zncc_grad,zncc_clip
test_B_00000044,1,0.7004386507699396,0.8416934609413147,0.6733165979385376,0.9176897406578064,0.7496886253356934,0.8442752957344055
test_B_00000045,0,1.1012889582064798,0.6640511155128479,0.20846779644489288,0.8486910462379456,0.5470465421676636,0.6664038300514221
test_B_00000045,1,540.4866024214894,0.03963962569832802,0.04845435917377472,0.0959356352686882,0.06814764440059662,0.03461762145161629
test_B_00000045,2,871.9486954681207,-1.0,-1.0,-1.0,-1.0,-1.0
test_B_00000046,0,2.3126623388755094,0.2805791199207306,0.153923898935318,0.5630853772163391,0.09635495394468307,0.2865786552429199
test_B_00000046,1,2.437789862409367,0.28407517075538635,0.16822344064712524,0.5637116432189941,0.09851066768169403,0.29056960344314575
test_B_00000046,2,623.5523024328596,0.038558896631002426,0.01536630094051361,0.07587723433971405,0.027247965335845947,0.03655358776450157
test_B_00000047,0,1.6174470812827957,0.5087926983833313,0.032242316752672195,0.6689304113388062,0.18973234295845032,0.5112614035606384
test_B_00000047,1,544.6933586316368,-1.0,-1.0,-1.0,-1.0,-1.0
test_B_00000047,2,829.5419237580982,-1.0,-1.0,-1.0,-1.0,-1.0
test_B_00000050,0,484.24099642694034,0.23258870840072632,0.11722461879253387,0.474478155374527,0.0799703523516655,0.23327280580997467
test_B_00000050,1,61.20353270357307,0.4745643138885498,0.18800146877765656,0.7605407238006592,0.15375635027885437,0.4790816009044647
test_B_00000050,2,1.8127484771486913,0.13533097505569458,0.05283176526427269,0.2276076078414917,0.03953122720122337,0.13688436150550842
test_B_00000051,0,111.19775249813728,0.4713737964630127,0.04913699999451637,0.6034615635871887,0.25111591815948486,0.4722871780395508
test_B_00000051,1,391.19170035607016,0.4387753903865814,0.06997856497764587,0.5837761163711548,0.26088711619377136,0.44064053893089294
test_B_00000048,0,0.611767803547123,0.8773092031478882,0.6576653122901917,0.954453706741333,0.6139316558837891,0.882055938243866
test_B_00000048,1,350.2218058299225,0.050569020211696625,0.10849080234766006,0.0813303142786026,0.09171736985445023,0.05167456716299057
test_B_00000048,2,897.8449036734988,-1.0,-1.0,-1.0,-1.0,-1.0
test_B_00000049,0,0.55929579729083,0.5652555227279663,0.20016911625862122,0.7357014417648315,0.541545033454895,0.5651824474334717
test_B_00000049,1,1.0608642319661465,0.3949430286884308,0.07706446945667267,0.43193182349205017,0.48381832242012024,0.39507097005844116
test_B_00000049,2,267.77932519366,-1.0,-1.0,-1.0,-1.0,-1.0
test_B_00000052,0,0.5945007896124417,0.7767968773841858,0.45745745301246643,0.8809311985969543,0.7958741188049316,0.7791312336921692
test_B_00000052,1,1.2599862896528344,0.3878121078014374,0.07186034321784973,0.2733326554298401,0.48167967796325684,0.3870947062969208
test_B_00000052,2,278.1080931066288,-1.0,-1.0,-1.0,-1.0,-1.0
test_B_00000053,0,1.3377163015229603,0.5003095269203186,0.22247503697872162,0.7070093154907227,0.3328982889652252,0.5063740015029907
test_B_00000053,1,141.24133282875115,0.1903797686100006,0.025030137971043587,0.07599572092294693,0.13592809438705444,0.19263425469398499
test_B_00000053,2,137.32442621406864,0.17499646544456482,0.034384217113256454,0.07615828514099121,0.13493071496486664,0.17455613613128662
